Card   1: 72 42 34  7 30  3 25 63 99 15 | 63 30 64 15 72 55 73 32 75 41 37 77 49 51 95 16 25  3 92 18 87  2 71 28 10
Card   2: 52 89 94 79 81 30 58 77 69  2 | 94 77 35 81 96 52 84 85 69 51 78 24  2 41 37 30 44 57 48 14 33 89 58  5 79
Card   3: 93 12 23 20 64 72  3 32 25 27 | 23 35 36 69 38 12 74 57 20 93 72 41 88  6 25 37 32 76 27 64 81 83 40  3 54
Card   4: 68 36 31 91 12 19 75 32 33 52 | 77 75 12 54 32 59 52 36 19 40 55 31 71 11 84 91 16  7 42 95 68 33 47 67 65
Card   5: 68 39 51 95 10 77  5 36 75 99 | 86 94  1 99 96 68 98 77 25 95 32 20 97 75 28  5 10 51  6 36 14 78 66 29 39
Card   6: 60 53 10 26 45 64 31 88 74 21 | 36 35 11 17 18 47 86 59 28  8 32 21 22 31 77 88  9 16 23 74 26 87 75 95 12
Card   7: 95 93 28 80 39 62 74 91 22 63 | 42 39 33 44 94 52 77 95 38 65 84 92 61 91 73  8 96 51 37 71 58  5 81 22 93
Card   8: 76  7 55  3 95 17 24 23 69 47 |  8 41 67 46 29 18  2 82 86 59 88 22 98 25 95 15 57 26 63  3 36 85  7 24 20
Card   9: 63 60 87 27 47 40 26 38 34 57 | 42  1 28 34 12 98 64 37 33 49  3 87 77 46 26 20 38  4 32 79 45 60 35 57 48
Card  10: 30 16 56 17 48 44 65 76 27 61 | 52  8 35 90 41 64  4 55 77  1 49 80 75 95 16 61 85 31 73 97 93  9 76 66 54
Card  11: 28  7 64 33 13 45 97 24 66 51 | 97 46 24 76 28 31 74 65 13 23  1 30 27 15  3 18 12 51 25 33 64 75 66  7 44
Card  12: 57 89 67 77 23 49 12 96 43  4 | 56 67 25  6 29 34 72 23 41 96 89 61 40 60 87 20 57 46  5 49 69 48 47 10 43
Card  13: 27 58 48 17 10 23 40 79 61 71 | 90 57 48 81 17  1 86 58 23  8 21 20  3 35 29 71 53 78 79 15 60 61 41 22 10
Card  14: 16  8 76 31 64 95 61 14 59 58 | 79 48 62 88 99 82 49 52 66 16 30  1  8 29 98 31 91 38 96 55 51 27 65 93 36
Card  15: 46 39 99 29 88 81 26 42 77 75 | 94 85 34 19 99 54 26 32 56 74 29 28 18 47 81 55 79 17 41 45 46 68 77  4 73
Card  16:  7 10 45 37 11 83  2 78 69 73 | 71 21 32 92 31 25 12 61 19  1  7 20 97 43 64 40 16 55 83 51 53 36 38 69 93
Card  17: 37  8 68 43 21 50 25  4 99 63 | 34 57 66  8 88 16 55 62 32  5 43 19 36 18 12 92 10 73 65 56 77 94 44 39 58
Card  18: 72 99 36 80 48 63 77 75 84 25 | 45 16 71 32 72 64 23 48 88 68 75 77 38  8 84 89 79 41 73 10 51 44 47 29 20
Card  19: 69 78 70 25 84 71 48 52 18  6 | 21 84 13 27 55 34  2  3 14 16 35 44 93 62 46  6 70 99 31 10 68 65 78 61 92
Card  20: 72  8 64 15 20 91  9 73 54 83 | 21 48 56 65 17 44 66 20 68 29 63 30 67  7 18 24 32 85 12 60 11 23 70 35 93
Card  21: 86 13 97 67 60 50 89 56 90 78 | 71 74 38 87 92 39 50 80 61 26 15 53 60 72 46 54  6  7 55 19 37  1  9 20 94
Card  22: 99 41 71 28 23 88 93 94  1 37 | 38  6 79  4 26 47 61 84 52  3 70 43 76 35 32 51 11 49 39 72 60 85 89 25 57
Card  23: 85 24 78 46 99 29 75 55 64 70 | 67 71 16 43 83 47 59  7 34 97 17 62 10  2 36 39 37 38 92 58 42  4 84  3 96
Card  24: 55 60 83 42  8 31 14 30 96 50 | 48 30 88 77  4 29 33 46 21 28 44 71 78 99 84  2 73 45 31 85  9 91  1 86 55
Card  25: 86 39 53 63 74 15 23 16 78 95 | 84 10 32 48 56 92 60 99 37 90 27 96 53 98 19 28 85 49 64 45 59 17 41 24 42
Card  26: 85 27 96 10  6 24 16 15 26  1 | 21 62 61 69 22 81 64 56 95 30 11 76 74 31 73 57 89 27 32 68 67  2 98 71 49
Card  27: 72 99 45 96 53 86 22 92 95 49 | 78 59 30 92 66 95 55 23 85 99 24 45 38 53 79 36 18 70 22 98 47 16 76 49 96
Card  28: 21 35 15 99 47 92 32 64 69 97 | 18 64  2 92 96 57 84 37 34 15 32 36 99 97 69 68 35 43 40 73 21 47 83 67 46
Card  29: 40 88 58 51  2 32 95 26 99 17 | 68 23  7 20  9 64 28 26 72 51 17 65 58 88 87 67 95 21 48 63 32  2 40 99 25
Card  30: 99 65 22 27 36  7 71 54 73 98 | 73 87 35 74 45 68  7 80  4 47 65 71 22 42 91 34  5 62 94 60 23 27 96 89 79
Card  31: 64 26 13 16 63 79 86 88 18 28 | 77 25 80 88 79 30 14 13 65 90 31 28 81 60 18 95 11 39 41 93 82 33 92 96 16
Card  32: 56 82 36  7  6 29 33 90 65 96 | 68 59 25 15 28 20 67 16 51 29  3 11 81 63 84 77 44 41 24 30 33 90 61 72 43
Card  33: 23 59 37 55  3 41 28 17 78 32 |  4 71 66 76 89 93 75 91 88 90  3 17 53 73 28 45 37 60 32 23 58 36 40 22 84
Card  34:  2 18 26  6 49 77 64 59 50 66 | 87 18 41 79 54 26  6 22 27 49 82 83 50 38 44 59 81 36 89 66 15 53 42  9 28
Card  35: 81 48 43 63 21 96 91 68 78 39 | 41  7 82 39 99 46 49 29 48 70 91 25 14 54 87  9 96  4 30 76 28 67 40 73 20
Card  36: 15 66 40 86 77 70 64 30  4 85 | 72 83 81 93 12 97 74 37 15 20 84 28 56 73 92 39 77 70 43 55 58 40 69  2 96
Card  37: 38 22 88 47 39 42  8  9 53 48 | 20 87  9 33 28 31 72 42 74 49 79  4 13 44 77 50 54 81 63 65 36 24 64 26 89
Card  38: 28 72 56 37 77 49 58 57 31 85 | 87  1 97 69 89 45 26 91 96 39 79 46 85 49 25 22 18 35 59 38 23 47 67 53  2
Card  39: 23 86 32 13 71 95  2 96 72 55 | 24 54 80 28 63 39 88  6 38 87 70 23 97 18 52 35  1 61 50 29 58  5 93 21 40
Card  40:  7 45 40 49 94 46 42 53 59  4 | 25 57 76 40 81 11  9 77 43 92  1 61 10 30 47 28 50 31 22 12 84 90 80 74 62
Card  41: 60 79  1 38 65 63 91 25 68 16 | 89 62 70 30 21 84 88 72  6 36 27 80 20 35 85 76 96 18 13  2 12 92 41 64 49
Card  42: 74 42 13 34 14 88 36  4 92  2 | 79 91 47 46 32 66 39 40 24  6 52 31 65 22 71  1 60 96 75 16 69 89 26 41 11
Card  43: 54 35 52 10 78 62 14 26 31 61 | 57 55 27 68  8 49 37 70 51 88 17 25 38 11 22 94 64 99 30 12 92 42 69 18 36
Card  44: 89 80 79 10 39 23 71  4 94 31 | 35 81 20 42 63 89 98  5 48 41 15  6 32 56 51 70  3 95 59 87 62 72 18 38  8
Card  45: 57 25  8 54 47 39 88  9 61 97 | 23 30 13 97 27 52 45 51 82  9 99 86 85 92 70 65 43 41 69 12 90 46 39 21 91
Card  46: 74 39 41 36 98 35 30 44 52 88 | 76 42 17 66 81 71 78 40 93 18 45 36 43 29 95 70 57 26 79 28 98 94 33 12 13
Card  47: 70 61 84 72  4 11 63  3 62 97 | 63 70 88  4 18 24 80 81 56 52 84  2 94 67 41 59 77 62 12 38 60 11 92 15 58
Card  48:  1 70 80 88 71 76 31 98 53 27 | 90 85 45 15 13 23 98 59 37 83 89 91 71 63 82 93 35 32  4 16 64 48 10 58 50
Card  49: 26 45 20  8 85  9  6 97 55 42 | 27 18 68 29 74 59 51 60 87 45  6 67 53 10 72 41  2 84 56 92 30 73 71 42 69
Card  50: 69  1 66 37 88 61 90 58 33 20 | 60 23 71 86  8 95 68 11 67 53 20 35 78 29 48 57 63 69 51  9 43 44 81 25 16
Card  51: 50 30 42 54 28 27 66 26 85 76 | 85 69 68 73 18 49 27 20 16 92 57 37 62 65 75 89 22 99  3 94 31  7 48 70 17
Card  52: 10 93 26 70 17 15 51 90 92 47 | 81 32  4 50 34  2 13 94 33  9 31 35 57 17 86 47 98 85 28 46  7 76 42 83 77
Card  53: 83 36 87 78 79 72 20 99 88 58 | 92 61  4 35 17 36 78 87 25  6 26 97 24 11 89 77 71 39 38 96 22 65 19 10 76
Card  54: 90 13 49 20 35  7 27 46 70 19 | 75 50 84 21 47 56 49  1 41 34 78 86 53 24 36 20 64 13 14  2 16 18 65 54 32
Card  55: 54  7 69 14 56 41 42 65 70  2 | 67 30  4 83 16 12 35 13 92 80 39 52 58  8 15  5 43 29 27 75 53 26 50 89 37
Card  56: 30  6 69 51 65 71 79 35 48 98 | 21 70 11 66 54 42 55 99 18  1 56 63 88 39 86 24 46 67 29 15 44 76 65 37 28
Card  57: 84 79 10 11 50 30 36 65 28 19 | 62 97  7 70  5  9  3 47 20 18 52 35 26 48 59 75 89 91 71 32 34 22 72 16 46
Card  58: 78  9  2  4 14 64 43 34  1 31 |  9 78 61 64 74 43 38 46 20 34  6 84 14 69  2 12 36 42  7  4 51  1 37 31 82
Card  59: 45 81  5 80 50 95 82 16 44 99 | 20 10 55 92 49 39  6 90 81 76 35 54 11 82 80 61 68 23 47 60 88  5 99 96 64
Card  60: 81 26 27 19 54 33 40 11  5 90 | 76 49 33 53 54 79 21 27 35 26 56 11 81 80  5 15 50 90 40 48 87 31 24 19 23
Card  61: 70 65 80 25 30  4 12 71 43 85 | 80 71 97 99 90 27 13 20 16 19 10 61 25 43 49 94 39  4 30 70 12 57 65 85 14
Card  62: 91 52 22 30 60 54 67 83 88 34 | 78 68 37 73 69 92 87 48 44 88 13 91 60 12 72 36 54 14 22 61 67 83 30 52 34
Card  63: 94 41 79 25 24  9 10 42 48 49 | 69 63 66 40 53 94 97 82 80 64 48 99  3 79 41 68 62 30  9 74 59 49 20 52 65
Card  64:  6 68  2 74 31 97  4 71 78  1 | 85 31 78 61 12 71 19  6  4 79 87 15 48  1 27  2 14 29 37 30 97 74 94 68 70
Card  65:  3 56 52 75 44 78 94 87 55 60 | 99 61  1 18 76 23 92  2 43 41 37 93 29 22 19 59 53 17 46 38 13 90 34  9 62
Card  66: 42 76 77 85 81 26 27 38 35 23 | 29  6 25 81 85 89 70 65 30 96 44 91 11 15 60 99 87 27 79 54  7 63 26 76 37
Card  67: 94 13 63 52 10 18 38 80 32 70 | 61 52  8 10 55 80 18 93 15 62 63 32 70 42  2  1 38 13 94 25 59 47 30 91  5
Card  68: 91 60 34 79 36 82 31 43 76  9 | 79 76 60 91 98 64 25 15 24  4 40 31 88  9 97 43  7 19 36  3 87 13 82 34 39
Card  69: 93 70 98 45 55 72 95 66 29 54 | 72 26 55 69 71 95 29 54 93 77 98 73 78 35 94 60 30 10 47 89 59 43  2  8 17
